verb,Levin_classes,,,
halt,"other change-of-state(Verbs of Change of State),begin(Aspectual Verbs),",,,
halter,"butter(Verbs of Putting),",,,
hammer,"funnel(Verbs of Putting),hit(Verbs of Contact by Impact),build(Verbs of Creation and Transformation),",,,
hand,"send(Verbs of Sending and Carrying),",,,
handcuff,"tape(Verbs of Combining and Attaching),",,,
handfeed,"feeding(Verbs of Ingesting),",,,
handle,"hold(Hold and Keep Verbs),",,,
hang,"putting-in-spatial-config(Verbs of Putting),spray/load(Verbs of Putting),crane(Verbs Involving the Body),poison(Verbs of Killing),",,,
hangar,"pocket(Verbs of Putting),",,,
hanker,"long(Verbs of Desire),",,,
harass,"amuse(Psych-Verbs),",,,
hardboil,"preparing(Verbs of Creation and Transformation),cook(Verbs of Change of State),",,,
harden,"other change-of-state(Verbs of Change of State),",,,
harmonize,"amalgamate(Verbs of Combining and Attaching),other change-of-state(Verbs of Change of State),",,,
harness,"butter(Verbs of Putting),tape(Verbs of Combining and Attaching),",,,
hasten,"other change-of-state(Verbs of Change of State),",,,
hatch,"build(Verbs of Creation and Transformation),grow(Verbs of Creation and Transformation),",,,
hate,"admire(Psych-Verbs),",,,
haul,"carry(Verbs of Sending and Carrying),",,,
haunt,"amuse(Psych-Verbs),",,,
head,"pit(Verbs of Removing),contiguous location(Verbs of Existence),",,,
heal,"other change-of-state(Verbs of Change of State),",,,
heap,"spray/load(Verbs of Putting),",,,
hear,"see(Verbs of Perception),",,,
hearten,"amuse(Psych-Verbs),",,,
heat,"cook(Verbs of Change of State),other change-of-state(Verbs of Change of State),",,,
heave,"carry(Verbs of Sending and Carrying),push/pull(Verbs of Exerting Force: Push/Pull Verbs),",,,
heel,"butter(Verbs of Putting),",,,
heft,"carry(Verbs of Sending and Carrying),",,,
heighten,"other change-of-state(Verbs of Change of State),",,,
henna,"braid(Verbs of Grooming and Bodily Care),",,,
herald,"characterize(Verbs with Predicative Complements),",,,
herd,"shake(Verbs of Combining and Attaching),",,,
hew,"cut(Verbs of Cutting),split(Verbs of Separating and Disassembling),",,,
hide,"conceal(Verbs of Concealment),",,,
hinge,"tape(Verbs of Combining and Attaching),",,,
hire,"get(Verbs of Change of Possession),characterize(Verbs with Predicative Complements),",,,
hit,"throw(Verbs of Throwing),hit(Verbs of Contact by Impact),non-agentive impact(Verbs of Contact by Impact),contiguous location(Verbs of Existence),",,,
hitch,"tape(Verbs of Combining and Attaching),",,,
hoard,"keep(Hold and Keep Verbs),",,,
hoist,"putting-in-specified-direction(Verbs of Putting),carry(Verbs of Sending and Carrying),",,,
hold,"hold(Hold and Keep Verbs),conjecture(Verbs with Predicative Complements),fit(Measure Verbs),",,,
honor,"characterize(Verbs with Predicative Complements),judgment(Judgment Verbs),",,,
hook,"tape(Verbs of Combining and Attaching),",,,
hoover,"wipe(Verbs of Removing),",,,
horrify,"amuse(Psych-Verbs),",,,
hose,"wipe(Verbs of Removing),",,,
host,"captain(Verbs with Predicative Complements),",,,
house,"pocket(Verbs of Putting),fit(Measure Verbs),",,,
hug,"contiguous location(Verbs of Existence),",,,
hull,"pit(Verbs of Removing),",,,
hum,"performance(Verbs of Creation and Transformation),",,,
humble,"amuse(Psych-Verbs),",,,
humidify,"other change-of-state(Verbs of Change of State),",,,
humiliate,"amuse(Psych-Verbs),",,,
hunch,"crane(Verbs Involving the Body),",,,
hunt,"hunt(Verbs of Searching),",,,
hurl,"throw(Verbs of Throwing),",,,
hurt,"amuse(Psych-Verbs),hurt(Verbs Involving the Body),",,,
hush,"other change-of-state(Verbs of Change of State),",,,
husk,"pit(Verbs of Removing),",,,
hybridize,"other change-of-state(Verbs of Change of State),",,,
hypnotize,"amuse(Psych-Verbs),",,,
identify,"characterize(Verbs with Predicative Complements),",,,
idolize,"admire(Psych-Verbs),",,,
ignite,"other change-of-state(Verbs of Change of State),",,,
illuminate,"illustrate(Image Creation Verbs),",,,
illustrate,"illustrate(Image Creation Verbs),",,,
imagine,"appoint(Verbs with Predicative Complements),characterize(Verbs with Predicative Complements),",,,
imbibe,"devour(Verbs of Ingesting),",,,
imbue,"fill(Verbs of Putting),",,,
immerse,"putting(Verbs of Putting),",,,
immolate,"murder(Verbs of Killing),",,,
impeach,"judgment(Judgment Verbs),",,,
impound,"steal(Verbs of Removing),",,,
impregnate,"fill(Verbs of Putting),",,,
impress,"amuse(Psych-Verbs),",,,
imprint,"image-impression(Image Creation Verbs),",,,
improve,"other change-of-state(Verbs of Change of State),",,,
incense,"amuse(Psych-Verbs),",,,
incise,"image-impression(Image Creation Verbs),",,,
incorporate,"amalgamate(Verbs of Combining and Attaching),characterize(Verbs with Predicative Complements),",,,
increase,"other change-of-state(Verbs of Change of State),calibratable change-of-state(Verbs of Change of State),",,,
incubate,"other change-of-state(Verbs of Change of State),",,,
induct,"characterize(Verbs with Predicative Complements),",,,
infect,"fill(Verbs of Putting),",,,
inflate,"other change-of-state(Verbs of Change of State),",,,
infuriate,"amuse(Psych-Verbs),",,,
ingest,"devour(Verbs of Ingesting),",,,
inherit,"obtain(Verbs of Change of Possession),",,,
initial,"illustrate(Image Creation Verbs),",,,
initiate,"complete(Aspectual Verbs),",,,
inject,"spray/load(Verbs of Putting),",,,
injure,"hurt(Verbs Involving the Body),",,,
ink,"butter(Verbs of Putting),scribble(Image Creation Verbs),",,,
inlay,"fill(Verbs of Putting),",,,
inscribe,"image-impression(Image Creation Verbs),",,,
inspect,"sight(Verbs of Perception),investigate(Verbs of Searching),",,,
inspire,"amuse(Psych-Verbs),",,,
install,"putting(Verbs of Putting),",,,
instruct,"advise(Verbs of Communication),",,,
insult,"amuse(Psych-Verbs),judgment(Judgment Verbs),",,,
integrate,"amalgamate(Verbs of Combining and Attaching),",,,
intend,"characterize(Verbs with Predicative Complements),",,,
intensify,"other change-of-state(Verbs of Change of State),",,,
interchange,"amalgamate(Verbs of Combining and Attaching),",,,
interconnect,"amalgamate(Verbs of Combining and Attaching),",,,
interest,"amuse(Psych-Verbs),",,,
interlace,"fill(Verbs of Putting),amalgamate(Verbs of Combining and Attaching),",,,
interlard,"fill(Verbs of Putting),",,,
interleave,"fill(Verbs of Putting),",,,
interlink,"amalgamate(Verbs of Combining and Attaching),",,,
interlock,"amalgamate(Verbs of Combining and Attaching),",,,
intermingle,"amalgamate(Verbs of Combining and Attaching),",,,
interrelate,"amalgamate(Verbs of Combining and Attaching),",,,
intersect,"contiguous location(Verbs of Existence),",,,
intersperse,"fill(Verbs of Putting),amalgamate(Verbs of Combining and Attaching),",,,
intertwine,"amalgamate(Verbs of Combining and Attaching),",,,
interweave,"fill(Verbs of Putting),amalgamate(Verbs of Combining and Attaching),",,,
intimidate,"amuse(Psych-Verbs),",,,
intone,"performance(Verbs of Creation and Transformation),",,,
intoxicate,"amuse(Psych-Verbs),",,,
intrigue,"amuse(Psych-Verbs),",,,
intrude,"reflexive appearance(Verbs of Appearance, Disappearance, and Occurrence),",,,
inundate,"fill(Verbs of Putting),",,,
invent,"create(Verbs of Creation and Transformation),",,,
invest,"equip(Verbs of Change of Possession),",,,
investigate,"sight(Verbs of Perception),investigate(Verbs of Searching),",,,
invigorate,"amuse(Psych-Verbs),",,,
iodize,"other change-of-state(Verbs of Change of State),",,,
ionize,"other change-of-state(Verbs of Change of State),",,,
irk,"amuse(Psych-Verbs),",,,
iron,"wipe(Verbs of Removing),preparing(Verbs of Creation and Transformation),",,,
irritate,"amuse(Psych-Verbs),",,,
isolate,"conceal(Verbs of Concealment),",,,
issue,"future-having(Verbs of Change of Possession),fulfilling(Verbs of Change of Possession),appear(Verbs of Appearance, Disappearance, and Occurrence),",,,
jab,"poke(Poke Verbs),",,,
jail,"pocket(Verbs of Putting),",,,
jam,"spray/load(Verbs of Putting),",,,
jangle,"sound emission(Verbs of Emission),",,,
japan,"color(Verbs of Coloring),",,,
jar,"pocket(Verbs of Putting),amuse(Psych-Verbs),appeal(Psych-Verbs),",,,
jerk,"push/pull(Verbs of Exerting Force: Push/Pull Verbs),",,,
jingle,"sound emission(Verbs of Emission),",,,
join,"mix(Verbs of Combining and Attaching),",,,
jollify,"amuse(Psych-Verbs),",,,
jolt,"amuse(Psych-Verbs),",,,
judge,"declare(Verbs with Predicative Complements),",,,
jug,"pocket(Verbs of Putting),",,,
jumble,"shake(Verbs of Combining and Attaching),",,,
jump,"calibratable change-of-state(Verbs of Change of State),",,,
keep,"get(Verbs of Change of Possession),keep(Hold and Keep Verbs),begin(Aspectual Verbs),",,,
kennel,"pocket(Verbs of Putting),",,,
kick,"carry(Verbs of Sending and Carrying),throw(Verbs of Throwing),hit(Verbs of Contact by Impact),split(Verbs of Separating and Disassembling),crane(Verbs Involving the Body),",,,
kidnap,"steal(Verbs of Removing),",,,
kill,"murder(Verbs of Killing),",,,
kindle,"other change-of-state(Verbs of Change of State),",,,
kiss,"touch(Verbs of Contact: Touch Verbs),",,,
knead,"knead(Verbs of Creation and Transformation),",,,
knife,"spank(Verbs of Contact by Impact),poison(Verbs of Killing),",,,
knight,"orphan(Verbs with Predicative Complements),",,,
knit,"build(Verbs of Creation and Transformation),crane(Verbs Involving the Body),",,,
knock,"throw(Verbs of Throwing),hit(Verbs of Contact by Impact),non-agentive impact(Verbs of Contact by Impact),split(Verbs of Separating and Disassembling),",,,
knot,"tape(Verbs of Combining and Attaching),",,,
know,"conjecture(Verbs with Predicative Complements),",,,
label,"butter(Verbs of Putting),illustrate(Image Creation Verbs),dub(Verbs with Predicative Complements),",,,
lace,"tape(Verbs of Combining and Attaching),",,,
lacquer,"color(Verbs of Coloring),",,,
ladle,"funnel(Verbs of Putting),",,,
lambaste,"judgment(Judgment Verbs),",,,
lament,"admire(Psych-Verbs),",,,
lampoon,"characterize(Verbs with Predicative Complements),",,,
land,"pocket(Verbs of Putting),",,,
lard,"fill(Verbs of Putting),",,,
lash,"fill(Verbs of Putting),hit(Verbs of Contact by Impact),tape(Verbs of Combining and Attaching),",,,
lasso,"tape(Verbs of Combining and Attaching),",,,
last,"cost(Measure Verbs),",,,
latch,"tape(Verbs of Combining and Attaching),",,,
lather,"braid(Verbs of Grooming and Bodily Care),",,,
laud,"judgment(Judgment Verbs),",,,
lay,"putting-in-spatial-config(Verbs of Putting),",,,
leach,"wipe(Verbs of Removing),",,,
lead,"accompany(Verbs of Motion),",,,
leaf,"rummage(Verbs of Searching),",,,
lean,"putting-in-spatial-config(Verbs of Putting),",,,
learn,"learn(Learn Verbs),",,,
lease,"give(Verbs of Change of Possession),get(Verbs of Change of Possession),",,,
leash,"butter(Verbs of Putting),tape(Verbs of Combining and Attaching),",,,
leave,"future-having(Verbs of Change of Possession),fulfilling(Verbs of Change of Possession),get(Verbs of Change of Possession),keep(Hold and Keep Verbs),inherently directed motion(Verbs of Motion),leave(Verbs of Motion),",,,
leaven,"butter(Verbs of Putting),",,,
leer,"peer(Verbs of Perception),",,,
lend,"give(Verbs of Change of Possession),",,,
lengthen,"other change-of-state(Verbs of Change of State),",,,
lessen,"other change-of-state(Verbs of Change of State),",,,
letter,"illustrate(Image Creation Verbs),",,,
level,"other change-of-state(Verbs of Change of State),",,,
levitate,"other change-of-state(Verbs of Change of State),",,,
liberate,"steal(Verbs of Removing),",,,
lick,"wipe(Verbs of Removing),touch(Verbs of Contact: Touch Verbs),chew(Verbs of Ingesting),",,,
lift,"putting-in-specified-direction(Verbs of Putting),steal(Verbs of Removing),",,,
light,"preparing(Verbs of Creation and Transformation),other change-of-state(Verbs of Change of State),",,,
lighten,"other change-of-state(Verbs of Change of State),",,,
lignify,"other change-of-state(Verbs of Change of State),",,,
like,"admire(Psych-Verbs),",,,
line,"fill(Verbs of Putting),contiguous location(Verbs of Existence),",,,
link,"mix(Verbs of Combining and Attaching),tape(Verbs of Combining and Attaching),",,,
lint,"pit(Verbs of Removing),",,,
lipstick,"butter(Verbs of Putting),",,,
liquefy,"other change-of-state(Verbs of Change of State),",,,
liquidate,"murder(Verbs of Killing),",,,
listen,"peer(Verbs of Perception),rummage(Verbs of Searching),",,,
litter,"fill(Verbs of Putting),",,,
load,"spray/load(Verbs of Putting),",,,
loan,"give(Verbs of Change of Possession),",,,
loathe,"admire(Psych-Verbs),",,,
lob,"throw(Verbs of Throwing),",,,
lock,"tape(Verbs of Combining and Attaching),",,,
lodge,"putting(Verbs of Putting),pocket(Verbs of Putting),",,,
loft,"throw(Verbs of Throwing),",,,
look,"peer(Verbs of Perception),stimulus-subject perception(Verbs of Perception),rummage(Verbs of Searching),",,,
loop,"coil(Verbs of Putting),tape(Verbs of Combining and Attaching),other change-of-state(Verbs of Change of State),",,,
loose,"other change-of-state(Verbs of Change of State),",,,
loosen,"other change-of-state(Verbs of Change of State),",,,
lop,"remove(Verbs of Removing),",,,
louse,"pit(Verbs of Removing),",,,
love,"admire(Psych-Verbs),",,,
lower,"putting-in-specified-direction(Verbs of Putting),",,,
lug,"carry(Verbs of Sending and Carrying),",,,
lull,"amuse(Psych-Verbs),",,,
lump,"shake(Verbs of Combining and Attaching),",,,
lust,"long(Verbs of Desire),",,,
macerate,"other change-of-state(Verbs of Change of State),",,,
madden,"amuse(Psych-Verbs),marvel(Psych-Verbs),",,,
magnetize,"other change-of-state(Verbs of Change of State),",,,
magnify,"other change-of-state(Verbs of Change of State),",,,
mail,"send(Verbs of Sending and Carrying),",,,
maintain,"conjecture(Verbs with Predicative Complements),",,,
make,"build(Verbs of Creation and Transformation),dub(Verbs with Predicative Complements),",,,
malign,"judgment(Judgment Verbs),",,,
manacle,"tape(Verbs of Combining and Attaching),",,,
mangle,"carve(Verbs of Cutting),",,,
manicure,"braid(Verbs of Grooming and Bodily Care),",,,
manifest,"reflexive appearance(Verbs of Appearance, Disappearance, and Occurrence),",,,
mantle,"butter(Verbs of Putting),",,,
manufacture,"create(Verbs of Creation and Transformation),",,,
mark,"image-impression(Image Creation Verbs),appoint(Verbs with Predicative Complements),",,,
marry,"amalgamate(Verbs of Combining and Attaching),",,,
martyr,"orphan(Verbs with Predicative Complements),",,,
mash,"carve(Verbs of Cutting),",,,
mask,"fill(Verbs of Putting),",,,
masquerade,"masquerade(Verbs with Predicative Complements),",,,
mass,"shake(Verbs of Combining and Attaching),",,,
massacre,"murder(Verbs of Killing),",,,
mate,"amalgamate(Verbs of Combining and Attaching),",,,
materialize,"appear(Verbs of Appearance, Disappearance, and Occurrence),",,,
matter,"appeal(Psych-Verbs),",,,
mature,"grow(Verbs of Creation and Transformation),other change-of-state(Verbs of Change of State),",,,
mean,"conjecture(Verbs with Predicative Complements),",,,
measure,"register(Measure Verbs),",,,
meet,"contiguous location(Verbs of Existence),",,,
mellow,"other change-of-state(Verbs of Change of State),",,,
melt,"knead(Verbs of Creation and Transformation),other change-of-state(Verbs of Change of State),",,,
memorize,"learn(Learn Verbs),",,,
mention,"say(Verbs of Communication),",,,
merge,"mix(Verbs of Combining and Attaching),",,,
mesmerize,"amuse(Psych-Verbs),",,,
metamorphose,"turn(Verbs of Creation and Transformation),",,,
microfilm,"transcribe(Image Creation Verbs),",,,
microwave,"cook(Verbs of Change of State),",,,
miff,"amuse(Psych-Verbs),",,,
milk,"cheat(Verbs of Removing),pit(Verbs of Removing),",,,
mince,"carve(Verbs of Cutting),",,,
mind,"marvel(Psych-Verbs),",,,
mine,"mine(Verbs of Removing),hunt(Verbs of Searching),",,,
mingle,"mix(Verbs of Combining and Attaching),",,,
mint,"create(Verbs of Creation and Transformation),",,,
miss,"admire(Psych-Verbs),contiguous location(Verbs of Existence),",,,
mix,"mix(Verbs of Combining and Attaching),preparing(Verbs of Creation and Transformation),",,,
mock,"judgment(Judgment Verbs),",,,
model,"create(Verbs of Creation and Transformation),captain(Verbs with Predicative Complements),",,,
modem,"instrument of communication(Verbs of Communication),",,,
moisten,"other change-of-state(Verbs of Change of State),",,,
mold,"build(Verbs of Creation and Transformation),",,,
molder,"entity-specific change-of-state(Verbs of Change of State),",,,
mollify,"amuse(Psych-Verbs),",,,
molt,"entity-specific change-of-state(Verbs of Change of State),",,,
monogram,"illustrate(Image Creation Verbs),",,,
moon,"marvel(Psych-Verbs),",,,
moor,"shake(Verbs of Combining and Attaching),tape(Verbs of Combining and Attaching),",,,
mop,"wipe(Verbs of Removing),",,,
mortify,"amuse(Psych-Verbs),",,,
mother,"captain(Verbs with Predicative Complements),",,,
mottle,"fill(Verbs of Putting),",,,
mound,"spray/load(Verbs of Putting),",,,
mount,"putting(Verbs of Putting),",,,
mourn,"admire(Psych-Verbs),",,,
move,"slide(Verbs of Sending and Carrying),amuse(Psych-Verbs),roll(Verbs of Motion),",,,
mow,"carve(Verbs of Cutting),",,,
muddle,"amalgamate(Verbs of Combining and Attaching),amuse(Psych-Verbs),",,,
muddy,"other change-of-state(Verbs of Change of State),",,,
mulch,"butter(Verbs of Putting),",,,
mulct,"cheat(Verbs of Removing),bill(Measure Verbs),",,,
multiply,"other change-of-state(Verbs of Change of State),",,,
munch,"chew(Verbs of Ingesting),",,,
murder,"murder(Verbs of Killing),",,,
mushroom,"calibratable change-of-state(Verbs of Change of State),",,,
muzzle,"butter(Verbs of Putting),tape(Verbs of Combining and Attaching),",,,
mystify,"amuse(Psych-Verbs),",,,
nab,"steal(Verbs of Removing),",,,
nail,"tape(Verbs of Combining and Attaching),",,,
name,"dub(Verbs with Predicative Complements),",,,
narrate,"message transfer(Verbs of Communication),",,,
narrow,"other change-of-state(Verbs of Change of State),",,,
nauseate,"amuse(Psych-Verbs),",,,
neaten,"other change-of-state(Verbs of Change of State),",,,
need,"want(Verbs of Desire),",,,
netmail,"instrument of communication(Verbs of Communication),",,,
nettle,"amuse(Psych-Verbs),",,,
network,"mix(Verbs of Combining and Attaching),",,,
neutralize,"other change-of-state(Verbs of Change of State),",,,
nibble,"chew(Verbs of Ingesting),",,,
nick,"carve(Verbs of Cutting),hurt(Verbs Involving the Body),",,,
nickel,"butter(Verbs of Putting),",,,
nickname,"dub(Verbs with Predicative Complements),",,,
niggle,"appeal(Psych-Verbs),",,,
nitrify,"other change-of-state(Verbs of Change of State),",,,
nominate,"appoint(Verbs with Predicative Complements),",,,
nose,"ferret(Verbs of Searching),",,,
notch,"carve(Verbs of Cutting),",,,
note,"sight(Verbs of Perception),say(Verbs of Communication),",,,
notice,"see(Verbs of Perception),",,,
nudge,"throw(Verbs of Throwing),touch(Verbs of Contact: Touch Verbs),",,,
numb,"amuse(Psych-Verbs),",,,
nurse,"captain(Verbs with Predicative Complements),",,,
oar,"non-vehicle names(Verbs of Motion),",,,
obliterate,"destroy(Destroy Verbs),",,,
observe,"conjecture(Verbs with Predicative Complements),sight(Verbs of Perception),investigate(Verbs of Searching),say(Verbs of Communication),",,,
obsess,"amuse(Psych-Verbs),",,,
obtain,"obtain(Verbs of Change of Possession),",,,
offend,"amuse(Psych-Verbs),",,,
offer,"future-having(Verbs of Change of Possession),characterize(Verbs with Predicative Complements),reflexive appearance(Verbs of Appearance, Disappearance, and Occurrence),",,,
officiate,"masquerade(Verbs with Predicative Complements),",,,
ogle,"peer(Verbs of Perception),",,,
oil,"butter(Verbs of Putting),",,,
omit,"remove(Verbs of Removing),",,,
open,"other change-of-state(Verbs of Change of State),appear(Verbs of Appearance, Disappearance, and Occurrence),",,,
operate,"other change-of-state(Verbs of Change of State),",,,
oppose,"amalgamate(Verbs of Combining and Attaching),characterize(Verbs with Predicative Complements),",,,
ordain,"appoint(Verbs with Predicative Complements),",,,
order,"get(Verbs of Change of Possession),",,,
organize,"create(Verbs of Creation and Transformation),",,,
ornament,"fill(Verbs of Putting),butter(Verbs of Putting),illustrate(Image Creation Verbs),",,,
orphan,"orphan(Verbs with Predicative Complements),",,,
ossify,"other change-of-state(Verbs of Change of State),",,,
ostracize,"remove(Verbs of Removing),",,,
oust,"remove(Verbs of Removing),",,,
outlaw,"orphan(Verbs with Predicative Complements),",,,
outrage,"amuse(Psych-Verbs),",,,
oven-fry,"cook(Verbs of Change of State),",,,
oven-poach,"cook(Verbs of Change of State),",,,
overawe,"amuse(Psych-Verbs),",,,
overcharge,"bill(Measure Verbs),",,,
overcook,"cook(Verbs of Change of State),",,,
overhang,"contiguous location(Verbs of Existence),",,,
overhear,"sight(Verbs of Perception),",,,
overturn,"other change-of-state(Verbs of Change of State),",,,
overwhelm,"amuse(Psych-Verbs),",,,
owe,"future-having(Verbs of Change of Possession),",,,
oxidize,"other change-of-state(Verbs of Change of State),",,,
pacify,"amuse(Psych-Verbs),",,,
pack,"spray/load(Verbs of Putting),",,,
package,"shake(Verbs of Combining and Attaching),",,,
pad,"fill(Verbs of Putting),",,,
paddle,"spank(Verbs of Contact by Impact),non-vehicle names(Verbs of Motion),",,,
paddywhack,"spank(Verbs of Contact by Impact),",,,
padlock,"tape(Verbs of Combining and Attaching),",,,
page,"rummage(Verbs of Searching),",,,
pain,"amuse(Psych-Verbs),",,,
paint,"color(Verbs of Coloring),image-impression(Image Creation Verbs),scribble(Image Creation Verbs),performance(Verbs of Creation and Transformation),characterize(Verbs with Predicative Complements),",,,
pair,"amalgamate(Verbs of Combining and Attaching),shake(Verbs of Combining and Attaching),",,,
pale,"other change-of-state(Verbs of Change of State),",,,
pan-broil,"cook(Verbs of Change of State),",,,
pan-fry,"cook(Verbs of Change of State),",,,
panel,"butter(Verbs of Putting),",,,
paper,"butter(Verbs of Putting),",,,
parboil,"cook(Verbs of Change of State),",,,
parch,"cook(Verbs of Change of State),",,,
pardon,"cheat(Verbs of Removing),judgment(Judgment Verbs),",,,
parquet,"butter(Verbs of Putting),",,,
part,"separate(Verbs of Separating and Disassembling),braid(Verbs of Grooming and Bodily Care),",,,
partition,"remove(Verbs of Removing),disassemble(Verbs of Separating and Disassembling),",,,
partner,"captain(Verbs with Predicative Complements),",,,
pass,"send(Verbs of Sending and Carrying),give(Verbs of Change of Possession),throw(Verbs of Throwing),",,,
paste,"tape(Verbs of Combining and Attaching),",,,
pasture,"pocket(Verbs of Putting),",,,
pat,"touch(Verbs of Contact: Touch Verbs),",,,
patch,"butter(Verbs of Putting),",,,
patrol,"search(Verbs of Searching),",,,
pauper,"orphan(Verbs with Predicative Complements),",,,
pave,"fill(Verbs of Putting),",,,
paw,"swat(Verbs of Contact by Impact),rummage(Verbs of Searching),",,,
pay,"give(Verbs of Change of Possession),",,,
peck,"swat(Verbs of Contact by Impact),touch(Verbs of Contact: Touch Verbs),chew(Verbs of Ingesting),",,,
pedal,"non-vehicle names(Verbs of Motion),",,,
peddle,"give(Verbs of Change of Possession),",,,
peek,"peer(Verbs of Perception),",,,
peel,"pit(Verbs of Removing),",,,
peep,"peer(Verbs of Perception),",,,
peeve,"amuse(Psych-Verbs),",,,
peg,"tape(Verbs of Combining and Attaching),price(Measure Verbs),",,,
pelt,"pelt(Verbs of Throwing),",,,
pen,"pocket(Verbs of Putting),",,,
penalize,"judgment(Judgment Verbs),",,,
pencil,"scribble(Image Creation Verbs),",,,
pepper,"butter(Verbs of Putting),",,,
perceive,"sight(Verbs of Perception),",,,
perch,"putting-in-spatial-config(Verbs of Putting),",,,
percolate,"cook(Verbs of Change of State),",,,
perforate,"carve(Verbs of Cutting),",,,
perform,"performance(Verbs of Creation and Transformation),",,,
perfume,"butter(Verbs of Putting),",,,
perk,"cook(Verbs of Change of State),",,,
perm,"braid(Verbs of Grooming and Bodily Care),",,,
perplex,"amuse(Psych-Verbs),",,,
persecute,"judgment(Judgment Verbs),",,,
perturb,"amuse(Psych-Verbs),",,,
petrify,"other change-of-state(Verbs of Change of State),",,,
phone,"get(Verbs of Change of Possession),instrument of communication(Verbs of Communication),",,,
photocopy,"transcribe(Image Creation Verbs),",,,
photograph,"transcribe(Image Creation Verbs),",,,
pick,"get(Verbs of Change of Possession),chew(Verbs of Ingesting),",,,
pierce,"poke(Poke Verbs),",,,
pile,"spray/load(Verbs of Putting),",,,
pilfer,"steal(Verbs of Removing),",,,
pillory,"pocket(Verbs of Putting),",,,
pilot,"captain(Verbs with Predicative Complements),",,,
pinch,"steal(Verbs of Removing),touch(Verbs of Contact: Touch Verbs),tape(Verbs of Combining and Attaching),",,,
pinion,"pit(Verbs of Removing),",,,
pioneer,"captain(Verbs with Predicative Complements),",,,
pip,"pit(Verbs of Removing),",,,
pique,"amuse(Psych-Verbs),",,,
pirate,"steal(Verbs of Removing),",,,
pit,"pit(Verbs of Removing),",,,
pitch,"butter(Verbs of Putting),throw(Verbs of Throwing),",,,
pith,"pit(Verbs of Removing),",,,
pity,"admire(Psych-Verbs),",,,
placate,"amuse(Psych-Verbs),",,,
place,"putting(Verbs of Putting),",,,
plagiarize,"steal(Verbs of Removing),",,,
plague,"amuse(Psych-Verbs),",,,
plait,"braid(Verbs of Grooming and Bodily Care),",,,
plank,"butter(Verbs of Putting),cook(Verbs of Change of State),",,,
plant,"spray/load(Verbs of Putting),",,,
plaster,"spray/load(Verbs of Putting),butter(Verbs of Putting),tape(Verbs of Combining and Attaching),",,,
plate,"fill(Verbs of Putting),",,,
play,"performance(Verbs of Creation and Transformation),",,,
please,"amuse(Psych-Verbs),",,,
plop,"appear(Verbs of Appearance, Disappearance, and Occurrence),",,,
plot,"scribble(Image Creation Verbs),",,,
plow,"wipe(Verbs of Removing),",,,
pluck,"wipe(Verbs of Removing),get(Verbs of Change of Possession),braid(Verbs of Grooming and Bodily Care),",,,
plug,"fill(Verbs of Putting),",,,
plumb,"search(Verbs of Searching),",,,
plummet,"calibratable change-of-state(Verbs of Change of State),",,,
plunder,"cheat(Verbs of Removing),",,,
plunge,"calibratable change-of-state(Verbs of Change of State),",,,
ply,"equip(Verbs of Change of Possession),",,,
poach,"preparing(Verbs of Creation and Transformation),hunt(Verbs of Searching),cook(Verbs of Change of State),",,,
pocket,"pocket(Verbs of Putting),",,,
pod,"pit(Verbs of Removing),",,,
poison,"butter(Verbs of Putting),poison(Verbs of Killing),",,,
poke,"poke(Poke Verbs),rummage(Verbs of Searching),",,,
polarize,"other change-of-state(Verbs of Change of State),",,,
police,"captain(Verbs with Predicative Complements),",,,
polish,"butter(Verbs of Putting),wipe(Verbs of Removing),",,,
poll,"pit(Verbs of Removing),",,,
pollute,"fill(Verbs of Putting),",,,
pomade,"butter(Verbs of Putting),",,,
pool,"mix(Verbs of Combining and Attaching),",,,
pop,"other change-of-state(Verbs of Change of State),",,,
pop up,"appear(Verbs of Appearance, Disappearance, and Occurrence),",,,
port,"send(Verbs of Sending and Carrying),",,,
portray,"characterize(Verbs with Predicative Complements),",,,
pose,"masquerade(Verbs with Predicative Complements),message transfer(Verbs of Communication),reflexive appearance(Verbs of Appearance, Disappearance, and Occurrence),",,,
position,"putting(Verbs of Putting),",,,
post,"send(Verbs of Sending and Carrying),",,,
poster,"butter(Verbs of Putting),",,,
postmark,"butter(Verbs of Putting),",,,
pot,"pocket(Verbs of Putting),",,,
pot-roast,"cook(Verbs of Change of State),",,,
pound,"funnel(Verbs of Putting),hit(Verbs of Contact by Impact),build(Verbs of Creation and Transformation),",,,
pour,"pour(Verbs of Putting),preparing(Verbs of Creation and Transformation),substance emission(Verbs of Emission),",,,
powder,"butter(Verbs of Putting),braid(Verbs of Grooming and Bodily Care),",,,
praise,"characterize(Verbs with Predicative Complements),judgment(Judgment Verbs),",,,
preach,"message transfer(Verbs of Communication),",,,
precede,"contiguous location(Verbs of Existence),",,,
preoccupy,"amuse(Psych-Verbs),",,,
prepare,"preparing(Verbs of Creation and Transformation),",,,
present,"fulfilling(Verbs of Change of Possession),reflexive appearance(Verbs of Appearance, Disappearance, and Occurrence),",,,
press,"push/pull(Verbs of Exerting Force: Push/Pull Verbs),",,,
presume,"declare(Verbs with Predicative Complements),",,,
price,"price(Measure Verbs),",,,
prick,"poke(Poke Verbs),",,,
prickle,"hurt(Verbs Involving the Body),",,,
prine,"wipe(Verbs of Removing),",,,
