verb,overall_occurrences,Levin_classes,simple_sel,pmw_count,number_withOUT_obj,objectless_sentences,percent_implicit_obj,sents_WITH_obj,most_common_objs,number_with_obj
throw,38.0,"throw(Verbs of Throwing),amuse(Psych-Verbs),",0.185,1560,6.0,"[I can't throw . 
, They'll travel 50 feet or more when thrown from the spring trap, There was room to make a quick dash past the bush and throw as you went . 
, `` This is the sort of stuff I write and then throw away '' ! ! 
, It was strictly the deputy's game , but McBride had gone too far to throw in . 
, Furthermore -- and this , to me , strikes an especially warming note -- it shall avail the vandals naught to throw away or dispose of their loot . 
]",0.18181818181818182,"[There are many who predict that should Barnett decide to call the Legislature back into special session , it will really throw his administration into a scramble . 
, If it fails to pass , he can throw up his hands and say the Legislature would not support him in his efforts to prevent integration . 
, No matter how many Americans go abroad in summer , probably a hundred times as many gas up the family car , throw suitcases , kids and comic books in the back seat , and head for home . 
, Why did they engage in a flood of mea culpas , throw a few scapegoats to the dogs and promise to be good boys thereafter , expressing their complete confidence in the laws '' ? ? 
, But so convinced of communism's inevitable triumph is Prince Sihanouk that he is ready to throw in the towel . 
, `` Along with the fruit they did also fall under the power of death , because they did eat in disobedience ; ; 
Parker insisted upon not resigning , even when the majority wanted him to depart , upon daring the Fellowship to throw him out . 
, At first I was happy to throw the support of our newspaper behind this man . 
, A trap for throwing these miniature clays fastens to the barrel so that the shooter can throw his own targets . 
, A trap for throwing these miniature clays fastens to the barrel so that the shooter can throw his own targets . 
, She also banks into a turn like a fine runabout -- not digging in on the outside to throw passengers all over the boat like many a small cabin cruiser . 
, `` He's a wrong-o '' , said Runyon , `` and I wouldn't trust him as far as I could throw the Statue of Liberty '' . 
, Some , she knew , looked upon Thompson almost as a saint , but others read in `` The Hound Of Heaven '' what they took to be the confessions of a great sinner , who , like Oscar Wilde , had -- as one pious writer later put it -- thrown himself `` on the swelling wave of every passion '' . 
, Their interest remains chiefly biographical , for they throw some light on the utter despair which overtook Thompson in the spring and early summer of 1900 . 
, The president has little influence in day-by-day curricular changes , but if he looks ahead two , three , or five years to anticipate issues and throw out challenging ideas , he can open the way for innovation , and he can also have a great deal to say as to what path it will take . 
, If you got too many people investing by this method , their operations would begin to affect stock prices , and thus throw the charts off . 
, yes , they had read about the case ; ; 
`` Finally , all I needed was to throw a little piece of red wood that looked like a firecracker and that dumb dog would run ki-yi-ing for his life '' . 
, You wouldn't have me throw the poor boy out on the street '' , Eileen said when I needled her about it . 
, Let's throw a little nuclear hardware at them and show them who's boss '' . 
, He could throw himself on the mercy of the Police Department . 
, I started looking on the splintery truck bed for a piece of board , a dirt clod -- anything I could throw and with better aim than I had thrown the beer bottle . 
, I started looking on the splintery truck bed for a piece of board , a dirt clod -- anything I could throw and with better aim than I had thrown the beer bottle . 
, It would be a colossal shame to throw away a story like this . 
, I wanted to just throw myself into the good works of this fine group . 
, He jumped to his feet and started to throw punches . 
, But if true , it was the case of which he had dreamed , the case which would throw him into headlines all over America as the hero of a great murder trial . 
, `` Last year your Tennessee Williams told our Dilys Powell , in a television program , that it is the task of the playwright to throw light into the dark corners of the human heart . 
, And she would wink and throw kisses . 
]","-PRON-(5),target(2),light(2),bottle(2),towel(1),support(1),suitcase(1),story(1),statue(1),scapegoat(1),punch(1),piece(1),passenger(1),kiss(1),idea(1),hardware(1),hand(1),chart(1),boy(1),administration(1),",27.0
chop,1.0,"carve(Verbs of Cutting),",1.0,41,0.0,[],0.0,"[Coney Island sauce : finely chop several onions and add enough catsup to moisten well ; ; 
gently lift the edge on far side , then continue to release edge completely around mold . 
]","onion(1),",1.0
stand,8.0,"putting-in-spatial-config(Verbs of Putting),admire(Psych-Verbs),",1.0,328,5.0,"[He has said , `` Behold , I stand at the door , and knock : if any man hear my voice , and open the door , I will come in to him , and will sup with him , and he with me '', It was Giselle , the fille de chambre , come to clean the room , and while she stood before him with ears pricked up and regard all curiosity , explaining her errand , Alex could see from the corner of his eye the doctor doing all he could to calm the displeased bird . 
, `` So help me , Crouch , I'd like to kill you where you stand , but , before I do , I'm going to hear you admit killing him . 
, Or you could hope the parachute wouldn't open just so you could say you saw it not open , not because you meant any harm to Starkey Poe in his suit of red underwear , but mainly because you were tired of being an old maid -- a thing which cannot admit when it thinks it might be pregnant , but must stand the dizzy feeling all alone and go on like everything is all right instead of being able to say to somebody in a normal voice :, And , shoving her against a spruce , her back to him , he retreated with the whip and made it whine and crack in the damp air , shortening its arc until it narrowed to her flesh and the sound of it snarled and cracked , settling its own cruel demons on her shoulders while she stood as unchanged , as dark and motionless as ever , her eyes open and staring at the pale delineaments of the bark so close to her face . 
]",0.8333333333333334,"[Since he couldn't sleep anyway , he might as well stand their watches for them or write their reports . 
]","watch(1),",1.0
regard,3.0,"sight(Verbs of Perception),",1.0,123,0.0,[],0.0,"[It was Giselle , the fille de chambre , come to clean the room , and while she stood before him with ears pricked up and regard all curiosity , explaining her errand , Alex could see from the corner of his eye the doctor doing all he could to calm the displeased bird . 
]","curiosity(1),",1.0
pull,2.0,"carry(Verbs of Sending and Carrying),push/pull(Verbs of Exerting Force: Push/Pull Verbs),get(Verbs of Change of Possession),",1.0,82,1.0,"[As you pull out of your motel or national park home-for-the-night , visit a market and buy just what you need for the next meal . 
]",0.5,"[Slowly he pulled out the hand throttle until the boat was moving at little more than a crawl , and watched Elaine rapidly spin from one station to another , tune in the null , then draw in a line on the chart . 
]","throttle(1),",1.0
taste,7.0,"see(Verbs of Perception),stimulus-subject perception(Verbs of Perception),stalk(Verbs of Searching),",0.5,287,1.0,"[`` Lillian's bread is so good and everything tastes so much better here that it is hard not to eat too much '' , said the secretary ruefully eyeing her extra pounds . 
]",0.2,"[They tasted good to him , so he brought some to breakfast to eat in his cereal bowl with milk and honey . 
, a cigarette would taste particularly good . 
, `` It does '' , Shayne grunted sourly , still able to taste her mouth on his in the Green Jungle parking lot . 
, But they could taste the appeasement of violence and retribution through his antics . 
]","good(2),mouth(1),appeasement(1),",4.0
frighten,1.0,"amuse(Psych-Verbs),",1.0,41,0.0,[],0.0,"[Again the homely , everyday details of daily living refuted a vicious attempt to frighten her -- or to murder her . 
]","-PRON-(1),",1.0
examine,3.0,"sight(Verbs of Perception),investigate(Verbs of Searching),",1.0,123,0.0,[],0.0,"[Since the 7070 and 7074 make use of record definition words ( RDWS ) to read , write , move , and otherwise examine blocks of storage , the DA and DC statements provide the option of generating RDWS automatically . 
]","block(1),",1.0
fill,5.0,"fill(Verbs of Putting),other change-of-state(Verbs of Change of State),",0.5,205,1.0,"[I told Moore I was going to eat , get some forms filled out by Doc Abel . 
]",0.3333333333333333,"[Why not open your heart to the Lord Jesus Christ now , accept Him as your Saviour and let Him fill you with peace that only He can give . 
, They were always leaping to light cigarettes , open car doors , fill plates or glasses , and I mistrusted the whole lot of them to the same degree that I mistrusted bake shops that called themselves `` Sanitary Bake Shops '' . 
]","plate(1),-PRON-(1),",2.0
invest,1.0,"equip(Verbs of Change of Possession),",,41,1.0,"[If you got too many people investing by this method , their operations would begin to affect stock prices , and thus throw the charts off . 
]",1.0,[],,0.0
follow,10.0,"chase(Verbs of Motion),",1.0,410,3.0,"[If we have not thought and made a decision entirely in these terms , then we need to submit ourselves to the following `` simple test '' :, In the primary grades , reading permeates almost every aspect of school progress , and the children's early experiences of success or failure in learning to read often set a pattern of total achievement that is relatively enduring throughout the following years . 
, Another less ambiguous case read as follows : `` The bearer of this letter has served me for two years to his complete satisfaction . 
]",0.75,"[I was just doing my job , just following orders , and for that he's going to kill me . 
]","order(1),",1.0
scour,1.0,"wipe(Verbs of Removing),search(Verbs of Searching),",,41,1.0,"[The earth was a little heavy and I had to stop once and clean the plowshares because they were not scouring properly , and I did not look back towards the place until I had turned the corner and was plowing across the upper line of the large field , a long way from where I had stopped because of the snake . 
]",1.0,[],,0.0
fall,6.0,"calibratable change-of-state(Verbs of Change of State),",,246,5.0,"[`` Along with the fruit they did also fall under the power of death , because they did eat in disobedience ; ; 
Parker insisted upon not resigning , even when the majority wanted him to depart , upon daring the Fellowship to throw him out . 
, In Psalm 27 : 1 you read those beautiful words which you must have in your heart if you are to master the fears that surround you , or to drive them out if they have you in their grip : `` The Lord is my light and my salvation ; ; 
Read the next two verses : `` When the wicked , even mine enemies and my foes , came upon me to eat up my flesh , they stumbled and fell . 
, It was very widely read , too ; ; 
He and also Mr. Cowley and Mr. Warren have fallen to the temptation which besets many of us to read into our authors -- Nathaniel Hawthorne , for example , and Herman Melville -- protests against modernism , material progress , and science which are genuine protests of our own but may not have been theirs . 
, they read widely and eclectically ; ; 
they did not fall into pseudo-glamorous jobs on pseudo-glamorous magazines , but they did whatever nasty thing they could get in order to eat ; ; 
Krim was able to get an advance for a novel , and time and opportunity to write at Yaddo , but it was no good . 
, Then , at last , his day would fall into an ordered pattern and he would be free to read , or garden or just wander through the woods in the late afternoon , accompanied by his dogs . 
]",1.0,[],,0.0
design,2.0,"create(Verbs of Creation and Transformation),",,82,1.0,"[If the house you plan to buy or build won't have big overhangs , you can still do a fair job of keeping the sun off walls and windows with properly designed trellises , fences and awnings . 
]",1.0,[],,0.0
pass,4.0,"send(Verbs of Sending and Carrying),give(Verbs of Change of Possession),throw(Verbs of Throwing),",1.0,164,1.0,"[If it fails to pass , he can throw up his hands and say the Legislature would not support him in his efforts to prevent integration . 
]",0.5,"[but it's almost impossible to break one after it passes the 35-foot mark . 
]","mark(1),",1.0
pick,4.0,"get(Verbs of Change of Possession),chew(Verbs of Ingesting),",0.333,164,1.0,"[Instantaneously he would have won an immeasurable moral victory , for if she picked up , say , a pair of her panties , she might just as well lift his shorts lying alongside -- the expenditure of energy was almost the same . 
]",0.25,"[he tossed a paper toward every front door , and housewives came down to their steps to pick them up and read what their neighbors had been doing . 
, she could dust the plants , then break off suddenly and pick up an old novel and read from the middle on ; ; 
They had cleaned up an old ice box and begun to buy fifty-pound blocks of ice in town , as the electric refrigerator came nowhere near providing enough ice for the crowds who ate and drank there . 
, Would he have to clean up after her every day , clean the kitchen , the bathroom , and get down on his knees and scrub the kitchen floor , then hang up her dresses , pick up her stockings , make the bed while she lay around ? ? 
]","stocking(1),novel(1),-PRON-(1),",3.0
narrow,1.0,"other change-of-state(Verbs of Change of State),",,41,1.0,"[And , shoving her against a spruce , her back to him , he retreated with the whip and made it whine and crack in the damp air , shortening its arc until it narrowed to her flesh and the sound of it snarled and cracked , settling its own cruel demons on her shoulders while she stood as unchanged , as dark and motionless as ever , her eyes open and staring at the pale delineaments of the bark so close to her face . 
]",1.0,[],,0.0
flash,1.0,"light emission(Verbs of Emission),",,41,1.0,"[From above one could only occasionally catch a glimpse of life on the floor of this green sea : a neighbor's gingham skirt flashing into sight for an instant on the path beneath her grape-arbor , or the movement of hands above a clothesline and the flutter of garments hung there , half-way down the block . 
]",1.0,[],,0.0
depart,1.0,"inherently directed motion(Verbs of Motion),",,41,1.0,"[`` Along with the fruit they did also fall under the power of death , because they did eat in disobedience ; ; 
Parker insisted upon not resigning , even when the majority wanted him to depart , upon daring the Fellowship to throw him out . 
]",1.0,[],,0.0
put,12.0,"putting(Verbs of Putting),",0.182,492,0.0,[],0.0,"[Investors who wanted 100 shares in many cases ended up with 25 , and customers who had put in a bid to buy 400 shares found themselves with 100 and counted themselves lucky to get that many . 
, Why not put a cafe in each so the tourists would not have to travel too far to eat ? ? 
, It's a wonder , really , to how much mendacious trouble Larkin puts himself to sell the Jerebohms that preposterous manse . 
, He would like to put several sentences on top of each other so that you could read them all at once , and get all at once , the various shadings and complexities '' . 
, When directions read `` sl a marker on needle '' , put a small safety pin , paper clip , or commercial ring marker on needle . 
, One manufacturer who held an allegedly basic patent said : `` I would readily put over $50,000 into the manufacture of the device , but it is so easy to make that we would enter immediately into a prolonged ordeal of patent litigation which would eat up all our profits '' . 
, Some , she knew , looked upon Thompson almost as a saint , but others read in `` The Hound Of Heaven '' what they took to be the confessions of a great sinner , who , like Oscar Wilde , had -- as one pious writer later put it -- thrown himself `` on the swelling wave of every passion '' . 
, She had to clean the glass on the display cases in the butcher shop , help her brother scrub the cutting tables with wire brushes , mop the floors , put down new sawdust on the floors and help check the outgoing orders . 
, Old Mr. Pocket's frantic response to life imprisonment with a useless , social-climbing wife is to `` put his two hands into his disturbed hair '' and `` make an extraordinary effort to lift himself up by it '' , whereas Joe Gargery endures the shrewish onslaughts of Mrs. Joe by apologetically drawing `` the back of his hand across and across his nose '' . 
, Old man Arthur had put down the suitcase to open the front door . 
, At least we'll eat , I thought grimly as I put all the food away . 
]","-PRON-(2),suitcase(1),sentence(1),sawdust(1),pin(1),hand(1),food(1),cafe(1),bid(1),50,000(1),",11.0
eye,1.0,"sight(Verbs of Perception),",1.0,41,0.0,[],0.0,"[`` Lillian's bread is so good and everything tastes so much better here that it is hard not to eat too much '' , said the secretary ruefully eyeing her extra pounds . 
]","pound(1),",1.0
recall,1.0,"banish(Verbs of Removing),",,41,1.0,"[He recalled that in California after a critic had attacked him for `` still trying to sell Bruckner to the Americans '' , the public's response at the next concert was a standing ovation . 
]",1.0,[],,0.0
learn,11.0,"learn(Learn Verbs),",1.0,451,9.0,"[Mrs. Marr also has a number of parolees to `` mother '' , watching to see that they do not break their parole and that they also learn to readjust to society . 
, But most learn to color and paint as and when they are ready with only a very little demonstration . 
, To eat is human , the nation is learning to think , to survive divine . 
, He was also at the same time gaining practical experience as a safe breaker and highwayman , and learning how to shoot to kill from a Neanderthal convicted murderer named Gene Geary , later committed to Chester Asylum as a homicidal maniac , but whose eyes misted with tears when the young Dion sang a ballad about an Irish mother in his clear and syrupy tenor . 
, Masu also uses the training she got in an American home where she learned to polish furniture , clean corners , and work effectively in keeping a shiny house . 
, Above all , he had learned to write formal Latin prose and verse to a remarkable degree of artistry . 
, Individual differences in maturation and the development of readiness for learning to read indicate that not until the third grade have most children had ample opportunity to demonstrate their capacity for school achievement . 
, In the primary grades , reading permeates almost every aspect of school progress , and the children's early experiences of success or failure in learning to read often set a pattern of total achievement that is relatively enduring throughout the following years . 
, The chief , annoyed by these questions , knocks Voltaire down and shouts at him that he not only never went to any school , but never even learned how to read . 
]",0.9,"[In his native Cologne , where his mother taught him to play the piano , he was able to read notes before he learned the alphabet . 
]","alphabet(1),",1.0
accept,8.0,"obtain(Verbs of Change of Possession),",0.2,328,1.0,"[Hanging over the bar was an oil painting of a nude Al had accepted from a student at the Corcoran Gallery who needed to eat and drink and was broke . 
]",0.16666666666666666,"[Yet we who lean upon such a man and draw strength from him and expect interpretation of the infinite through him -- we who readily accept his sacrifice as our due , we of the congregations are the first to tell him what is in our minds instead of listening to what is in his soul . 
, Why not open your heart to the Lord Jesus Christ now , accept Him as your Saviour and let Him fill you with peace that only He can give . 
, Although Pearson disbelieved almost everything Lizzie said , and read a sinister purpose into almost everything she did , he happily accepted her statement about Bridget as the whole truth . 
, But he had delayed accepting this job , and as he was leaving to come home to Papa in response to our telegram , he dropped a postcard to Miss McCrady , head of the Harvard Appointment Office , asking her please to write Northwestern authorities and explain the circumstances . 
, General manager Pels even suggested that it might be wise to keep the Mexicans in suspense rather than accept their offers to sell out and move away , and try to have a few punished . 
]","statement(1),sacrifice(1),offer(1),job(1),-PRON-(1),",5.0
whirl,1.0,"coil(Verbs of Putting),",,41,1.0,"[Instead , he whirled and ran to his house for a gun , forcing them to kill him , Cook reported . 
]",1.0,[],,0.0
develop,7.0,"build(Verbs of Creation and Transformation),grow(Verbs of Creation and Transformation),",0.2,287,1.0,"[Greek civilization was swirling toward its great revolution , in which the developed qualities of the Hellenic outlook were suddenly to break forth . 
]",0.16666666666666666,"[The second agreement permits the authority to sell a 520-acre tract west of Stage 1 Residential to Philadelphia Builders Eastwick Corp. , a firm composed of 10 Philadelphia area builders , which is interested in developing part of the project . 
, To write a play , the dramatist once needed an idea plus the imagination , the knowledge of life and the craft to develop it . 
, It will be painful , but interesting , to see what kind of a god these people will create or what strong convictions they will develop . 
, By sharing the load of important speeches with his colleagues , the president can develop a cadre of able spokesmen who will help to create a public perception of the university as an institution , something more than the lengthened shadow of one man . 
, the verse of Beowulf or of The Iliad and The Odyssey was not easy to create but was not impossible for poets who had developed their talents perforce in earning a livelihood . 
]","talent(1),something(1),part(1),conviction(1),-PRON-(1),",5.0
return,5.0,"send(Verbs of Sending and Carrying),contribute(Verbs of Change of Possession),",1.0,205,2.0,"[Even Harriet could boldly write , `` I know not how it is ; ; 
A year later another Salem ship returned from Burma with a cargo of gum lacquer which nobody wanted to buy . 
, He returned to New York to work for The New Yorker , to edit a Western pulp , to `` duck the war in the OWI '' , to write publicity for Paramount Pictures and commentary for a newsreel , then he began his career as critic for various magazines . 
]",0.6666666666666666,"[For a moment , she could not catch her breath and then , her breath returning in short , frightened spasms , she lifted herself to her feet laboriously . 
]","spasm(1),",1.0
feel,13.0,"see(Verbs of Perception),stimulus-subject perception(Verbs of Perception),hunt(Verbs of Searching),",1.0,533,10.0,"[I feel compelled to write this because I am greatly concerned with the problem of community growth rate and the relation between types of growth in a town such as East Greenwich . 
, Sir -- I read of a man who felt he should not build a fallout shelter in his home because it would be selfish for him to sit secure while his neighbors had no shelters . 
, The director helped tailor-make a check list of the district manager's errors by asking various observers to write out sentences commenting on the mistakes they felt he made . 
, But because it was a suspense gangster story of the Capone era , many of us felt that it might catch on for a run in Chicago , continue as a road company , and eventually become a movie . 
, so she won't feel out of place '' . 
, And then he heard a car coming from the east , and he felt as if he would break down and weep . 
, his nerves seemed frost-bitten down to the tips of his tingling fingers and his spine felt stiff and glass-like , liable to break like an icicle at any moment . 
, Haney didn't want to encourage his company , but felt he ought to buy him a drink anyhow , to prevent possible trouble . 
, I felt myself tremble , thinking of the diamond light of that beauty I had held a few moments before , and I wanted to run down there and halt , if I could , that frenetic pirouette , catch the boy in the moment of his savagery , and save a glimmer , a remnant , of that which I remembered , but I knew it was already too late . 
, In my estimation , they were people who read Daphne du Maurier , and discussed Kafka ; ; 
Reverently and raised their eyes , as if they were at a loss to describe how they felt about Kafka , which they were , because they had no opinions about Kafka , not having read Kafka . 
]",0.9090909090909091,"[like he said when you all the time , all along , could feel the nerve draining out of him like air out of a punctured tire when you are on a muddy road alone and it is raining and at night . 
]","drain(1),",1.0
fancy,1.0,"admire(Psych-Verbs),",1.0,41,0.0,[],0.0,"[A man could travel anywhere he pleased , eat whatever he fancied -- without handing over any money '' . 
]","whatev(1),",1.0
construct,1.0,"create(Verbs of Creation and Transformation),",,41,1.0,"[The poem does not distort the syntax of ordinary speech nor draw on exotic sources of diction , yet it is obviously not ordinary speech -- only Hardy would say `` a grin of bitterness swept thereby ; ; 
The details of the setting of `` Neutral Tones '' are not , strictly speaking , metaphorical , but they combine to create a mood which is appropriate both to a dismal winter day and to the end of love , and in this way love and weather , the emotions and the elements , symbolize each other in a way that is common to many of Hardy's best poems ( `` Weathers '' , `` The Darkling Thrush '' , and `` During Wind and Rain '' , for example ) and to some moving passages in the novels as well ( Far From The Madding Crowd is full of scenes constructed in this way ) . 
]",1.0,[],,0.0
paint,15.0,"color(Verbs of Coloring),image-impression(Image Creation Verbs),scribble(Image Creation Verbs),performance(Verbs of Creation and Transformation),",0.2,615,8.0,"[a poor attempt to write an idiomatic jazz concerto ; ; 
During all this time Roy continued to paint , first only on weekends , and then , as the family business permitted , for longer periods . 
, In the best tradition , he first taught himself to see , then to draw with accuracy and assurance , and then to paint . 
, It has been my privilege to paint with Roy Mason on numerous occasions , mostly in the vicinity of Batavia . 
, From this point , I paint in as direct a manner as possible , by flowing on the washes with as pure a color mixture as I can manage . 
, In their very first collages , Braque and Picasso draw or paint over and on the affixed paper or cloth , so that certain of the principal features of their subjects as depicted seem to thrust out into real , bas-relief space -- or to be about to do so -- while the rest of the subject remains imbedded in , or flat upon , the surface . 
, You used to paint in them , and then you just took them for rags . 
, I wanted to paint again . 
, They sit alone in their rooms and try to paint , and only succeed in isolating themselves still farther from life . 
]",0.6153846153846154,"[Experience showed , however , that it is very difficult to paint a dark umber background in fresco that will not dry out spotty and uneven . 
, In fact , he often disappeared , from time to time , -- off to paint the sea , aboard a dragger out from Gloucester . 
, `` Why don't you paint it red and white like a barber pole '' ? ? 
, `` I paint the nothing '' , he said once to Franz Kline and myself , `` the nothing that is behind the something , the inexpressible , unpaintable ' tick ' in the unconscious , the ' spirit ' of the moment resting forever , suspended like a huge balloon , in non-time '' . 
, It is his relentlessness and unwaivering adherence to this revolutionary artistic philosophy that has enabled him to paint such pictures as `` The Invasion of Cuba '' . 
]","sea(1),picture(1),nothing(1),background(1),-PRON-(1),",5.0
store,3.0,"keep(Hold and Keep Verbs),",1.0,123,0.0,[],0.0,"[That ought to draw a laugh , Nicolas reasoned , as he stored the line away on the wax tape that was his mind . 
]","line(1),",1.0
strengthen,1.0,"other change-of-state(Verbs of Change of State),",1.0,41,0.0,[],0.0,"[He wanted to buy time to strengthen the U. S. and its allies and to define and begin to implement his foreign policy . 
]","s.(1),",1.0
build,5.0,"build(Verbs of Creation and Transformation),",0.5,205,2.0,"[This would seem to indicate that we are trying neither `` to halt an influx of migrants '' nor are we `` setting up such standards for development that only the well-to-do could afford to buy land and build in the new sites '' . 
, If the house you plan to buy or build won't have big overhangs , you can still do a fair job of keeping the sun off walls and windows with properly designed trellises , fences and awnings . 
]",0.5,"[Sir -- I read of a man who felt he should not build a fallout shelter in his home because it would be selfish for him to sit secure while his neighbors had no shelters . 
, I kept saying , `` If I could just build up a reputation for myself , make some real money , get to be well known as an illustrator -- like Peter Askington , for instance -- then I could take some time off and paint '' . 
]","shelter(1),reputation(1),",2.0
play,9.0,"performance(Verbs of Creation and Transformation),",0.143,369,2.0,"[By preying on the sick , by playing callously on the hopes of the desperate , by causing the sufferer to delay proper medical care , these medical ghouls create pain and misery by their very activity . 
, and so that their children would color in the coloring room , paint in the painting room , play with blocks in the block house , and do all the other things in the proper rooms at exactly the right time . 
]",0.2222222222222222,"[He could read on the nearby scoreboard that Palmer , by then playing the 15th hole , was leading him by a stroke . 
, Small , shirt-sleeved orchestras play in 2/4 or 4/4 time , using guitars , violins , and more alien instruments with names that would open Sesame : the oud , grandfather of the lute ; ; 
As we know , the Soviet peasant today still very largely thrives on being able to sell the produce grown on his private plot ; ; 
he may break with China ( which would be infernally difficult and perhaps disastrous ) , or he may succeed , by all kinds of dangerous concessions , in persuading China to be patient . 
, But slowly they take over as Alain Delon ( Life , Sept. 15 ) , playing a sometimes appealing but always criminal boy , casually tells a rich and foot-loose American that he is going to murder him , then does it even while the American is trying to puzzle out how Delon expects to profit from the act . 
, Above , in the tiled prosceniums of the alcoves , boys sing the ghazals of Hafiz and Saadi , while at the very bottom , in the vaults , the toughs and blades of the city hoot and bang their drums , drink arak , play dice , and dance . 
, In his native Cologne , where his mother taught him to play the piano , he was able to read notes before he learned the alphabet . 
, To play the guitar as he aspires will devour his three-fold energy as a historian , a poet and a singer . 
, He claimed to be visiting the waterfront saloon at the crossroads to play cards and drink with his cronies , but Kate had not smelled brandy on him since Mrs. Lattimer's funeral . 
]","thrive(1),piano(1),hole(1),guitar(1),dice(1),card(1),boy(1),",7.0
reach,3.0,"get(Verbs of Change of Possession),",0.333,123,0.0,[],0.0,"[In the family's own words ( during the third of twelve visits ) , they had `` reached the crisis peak -- either the situation will give or we will break '' ! ! 
, He went into the Jewish quarter , wanting to draw Hebraic faces so that he could reach a visual understanding of how Christ might have looked . 
, I let up on the accelerator , only to gradually reach again the 60 m.p.h. which would , I hoped , overhaul Herry and the blonde , and as there were cars whose drivers apparently had something more important to catch than had I]","understanding(1),peak(1),m.p.h(1),",3.0
cover,1.0,"fill(Verbs of Putting),",1.0,41,0.0,[],0.0,"[It's cheaper to buy Wall-Tex and cover your outdoor table . 
]","table(1),",1.0
clean,14.0,"clear(Verbs of Removing),preparing(Verbs of Creation and Transformation),other change-of-state(Verbs of Change of State),",0.182,574,2.0,"[She couldn't cook or clean or make him comfortable . 
, `` Since we're having coffee with them this afternoon '' , he said , `` I think I'll ask the daughter if we can pay her to come in every day to clean for us '' . 
]",0.15384615384615385,"[The brush moves up and down and is small enough to clean every dental surface , including the back of the teeth . 
, Maybe he can clean out the white elephants in some of the city departments such as welfare , DPW and sanitation . 
, She had to clean the glass on the display cases in the butcher shop , help her brother scrub the cutting tables with wire brushes , mop the floors , put down new sawdust on the floors and help check the outgoing orders . 
, His problem then became one of restraining the American fighters who wanted to clean out the Vermejo by force immediately . 
, Who would clean up the mess when the war was over ? ? 
, she could dust the plants , then break off suddenly and pick up an old novel and read from the middle on ; ; 
They had cleaned up an old ice box and begun to buy fifty-pound blocks of ice in town , as the electric refrigerator came nowhere near providing enough ice for the crowds who ate and drank there . 
, It was Giselle , the fille de chambre , come to clean the room , and while she stood before him with ears pricked up and regard all curiosity , explaining her errand , Alex could see from the corner of his eye the doctor doing all he could to calm the displeased bird . 
, Would he have to clean up after her every day , clean the kitchen , the bathroom , and get down on his knees and scrub the kitchen floor , then hang up her dresses , pick up her stockings , make the bed while she lay around ? ? 
, Would he have to clean up after her every day , clean the kitchen , the bathroom , and get down on his knees and scrub the kitchen floor , then hang up her dresses , pick up her stockings , make the bed while she lay around ? ? 
, The earth was a little heavy and I had to stop once and clean the plowshares because they were not scouring properly , and I did not look back towards the place until I had turned the corner and was plowing across the upper line of the large field , a long way from where I had stopped because of the snake . 
, Did it take a man of sixty-five longer to write a letter , shave , clean out a barn , read a newspaper , than a man of thirty ? ? 
]","kitchen(2),vermejo(1),surface(1),room(1),plowshare(1),mess(1),glass(1),elephant(1),box(1),barn(1),",11.0
find,19.0,"get(Verbs of Change of Possession),",0.167,780,7.0,"[The members of the community do not create the spirit but rather find it present and waiting for them . 
, Again , the oil man must read the meters at such intervals as he finds best . 
, Chance , he finds , enables him to create `` a world beyond imagination '' . 
, To the newspapers he talked about his unquiet life , about his wish to be a newspaperman once more , about the prevalence of American slang in British speech , about the loquacity of the English and the impossibility of finding quiet in a railway carriage , about his plans to wander for two years `` unless stopped and made to write another book '' . 
, These students , although they might read various articles in popular magazines , more often chose to report on articles found in the journals . 
, Rev didn't need to break the wax seal , read the contract and find out . 
, And when the stranger found out that Phil was on the way to one of his favorite bars , he insisted on offering to buy drinks for both of them . 
]",0.5384615384615384,"[Investors who wanted 100 shares in many cases ended up with 25 , and customers who had put in a bid to buy 400 shares found themselves with 100 and counted themselves lucky to get that many . 
, Even if people do , in a not far distant future , begin to read one another's minds , there will still be the question of whether what you find in another man's mind is especially worth reading -- worth more , that is , than what you can read in good books . 
, She tried to find some way to draw him out , to help him . 
, `` And I am not sure that I have any cash -- any money , that is -- but if you will wait just a minute I will write you out a check if I can find my checkbook . 
, She had spent too many hours looking ahead , hoping and longing to catch even a glimpse of Dan and finding nothing but emptiness . 
, `` I suppose '' , he muttered , `` I can sell the outfit for enough to send you home to your folks , once we find a settlement '' . 
]","what(1),way(1),settlement(1),nothing(1),checkbook(1),-PRON-(1),",6.0
hit,1.0,"throw(Verbs of Throwing),hit(Verbs of Contact by Impact),non-agentive impact(Verbs of Contact by Impact),",1.0,41,0.0,[],0.0,"[If A-Z could buy Ticonderoga cheaply and use their presses and dies and other equipment , if William could hit precisely the right promotion note , if the money hurdle was not insurmountable . 
]","note(1),",1.0
express,2.0,"send(Verbs of Sending and Carrying),",1.0,82,0.0,[],0.0,"[Why did they engage in a flood of mea culpas , throw a few scapegoats to the dogs and promise to be good boys thereafter , expressing their complete confidence in the laws '' ? ? 
]","confidence(1),",1.0
remove,1.0,"remove(Verbs of Removing),banish(Verbs of Removing),",1.0,41,0.0,[],0.0,"[There were two possible methods of breaching the conservative barriers around the Rules Committee : 1 ) to pack it with additional liberals and break the conservative-liberal deadlock , or 2 ) to remove one of the conservatives -- namely Mississippi's 14-term William Meyers Colmer ( pronounced Calmer ) . 
]","one(1),",1.0
